id,userId,rating,comment,productId
b4d8e011-dbff-4715-b7c3-f566c51b327e,79a6b42b-b40b-4b12-8254-f91edda7043d,0,rating,3868f141-e7ac-4ffd-82e2-01eec0492f0f
0f507bd2-d8cb-4190-85c0-1328a01b9183,160b6f20-b2db-4ad5-939c-e76ad74b1551,5,rating,feb9887c-2650-4ab6-90ba-7b1b76840803
61a5730b-08e4-4e49-9f55-b6c874ec4790,81919153-29b1-48be-ac39-94ac39405687,0,rating,55ec9fa0-bb49-4f03-b578-c22dbc5c6aee
2715dffc-8b94-4438-bcec-fe7f5c4f06df,7846c6d2-f291-48d6-8126-d9f7678ac02d,2,rating,674fd3f4-599b-41ba-8a49-3b496d080606
4beb509c-0156-4372-a78b-631ab200c570,14620a9a-7110-4e7e-99e2-f6be3db58bfb,4,rating,0114a06e-1fb0-4a34-a147-650d8eb1a820
b0fd8bfd-8925-4d0f-8926-f04e8469ceb8,1e8e1726-412e-4548-adaa-66a32ba9e464,5,rating,69ea68dc-e78e-43b1-b9c4-1c5eabbebcc1
a157b871-7c37-4c06-9b26-8d8641a3681e,6e53971a-af0b-46bf-b301-b4e4c9056135,4,rating,97c69043-d26c-4efd-b266-52bb313029f5
211f2010-674f-4c16-bfbf-a402734fe40e,6cc9214a-91dc-4f96-a0d0-5b52cebbe6e9,1,rating,3f57e536-427a-4bec-9ecd-c9e63553d40a
f6905fb8-91e0-4600-839e-181c76957bf6,3fef922b-99a4-4d3e-a5fe-c5e685ca9159,1,rating,8c759ac1-5618-4477-90f8-7a17b686d1de
49bdf3cd-3d07-426b-be7c-05f199b8af13,820e5bd4-03b7-434f-8c5a-50c5e214404b,0,rating,58ada65d-f60f-4597-9916-527f6cf8b99e
a016f93f-509d-4f4c-b0d9-6d710993d541,0ba97194-deb3-4e1d-bf23-460766bf7923,1,rating,eecc9e3a-367a-447e-8950-501df7e6d339
df3b7dd2-014a-49f6-bdab-6fef2872eb45,7f18c17b-c2d2-49f7-a7aa-cf41580443d6,1,rating,d66a2401-6d3f-4e28-895a-5b7c4733a8ff
b9391877-c0a6-4c7c-83c7-207390aa5923,cb86e3c1-253c-4236-a424-8a20164ac7f3,3,rating,ec2835b5-e013-4530-9845-2ca13a634874
bcfc6768-11ca-4d58-9d3b-54f1fe150899,012bd63c-3713-4cfe-8ea4-f86101afa9c6,1,rating,157ba6b1-a708-47b2-b887-7ba64c3ce927
b8d74adb-72e2-4185-b4de-23dfec0ab5da,b392dce4-cbf2-40cc-bc9d-7aec7574a3bb,3,rating,3ba528b8-8d75-46db-8361-3739a8ddcafa
eef593b7-fd2b-43df-b777-18489edfa0c7,3b5586f4-628a-4d11-885c-810fb463e5ad,5,rating,ab3b8cc1-2785-4f2c-b71d-cc7b84fb8edd
e931a369-94ff-40d9-b806-c2655e2de2f8,fb4cde56-c3ee-4872-9e9c-5f9b4790c36d,3,rating,3fd4de75-1ed9-40d5-b86d-cb3565bf3240
acba292d-6ef8-498f-946e-e9bd3a5df26e,7cd8092a-7b66-486e-8167-78d36e6314c4,5,rating,8545973a-b445-44ec-b226-a97d54708654
e1ddd4ee-266a-4464-aabf-9695ef05d51c,7abe9676-34f8-4e35-90de-30081a704d72,1,rating,cdd1ebdf-0577-4526-9182-0f9049fdb2b9
8619e022-2dd2-435f-bea7-898bbf2e3682,055ecb2d-80de-430d-81b0-9015c5e1af69,1,rating,03459dee-d49c-4de6-87b1-9669776a31ae
dd9adfbc-6169-495b-a5ff-ee61d76c635c,29edb446-24e5-4837-b027-87bc9f9418db,4,rating,9b518367-ebb7-46f4-8cc5-83db1dbc32ca
b3483c4a-0f71-4f14-9fad-4ab4fdeeec46,6c985f35-7af2-4d19-bacd-390eddc9fc62,1,rating,34389b1c-05da-4ee0-9383-58128395c55b
5b0a68da-edd1-4744-bd3c-ba2c6a7c34b2,8540dcb1-9cb9-4da3-aa36-bb37e7483e75,0,rating,69ea68dc-e78e-43b1-b9c4-1c5eabbebcc1
7be166b0-2347-4465-b935-26801b64685f,14620a9a-7110-4e7e-99e2-f6be3db58bfb,1,rating,db14b146-6ee1-46ec-9a57-8620c292ebe3
ba276eac-9dc2-4358-8fec-357fe6758c5f,ea47b7e1-f77e-42fe-a454-e7fd8e2d6406,5,rating,816721d2-cef6-4ba5-bd0f-bdc59bc098b5
e90b7dcd-c91b-4d06-bdec-2e73af49981f,372c62a9-6ba4-45c2-9880-3b6da3e9f46b,0,rating,0eff7b57-4f6f-4ab6-8cfc-fad287a5424e
478a7b11-22bd-426f-91ff-eb864a2deedd,fb4cde56-c3ee-4872-9e9c-5f9b4790c36d,4,rating,2b90c1a2-ff57-4eb7-a938-ee2befc75286
46f5bb14-48ca-47a2-8cab-18215e150b32,bdfd8840-1533-42bc-85a0-83d307510ac9,1,rating,2521d0e4-40f5-4bc2-8c68-ba0ad737beca
dea1b117-8341-46ae-b4a4-114ae41890cb,c4bc9b40-6054-4b51-93c9-2749c5dfd2ef,5,rating,403af760-d1b9-4f74-bc20-50f46a66dc40
68b33efb-0858-4854-8148-5da1fbbefb15,820e5bd4-03b7-434f-8c5a-50c5e214404b,0,rating,d1752e9d-f956-4a00-a13f-ca694de64406
39cc26db-ab5e-4964-8b18-0e332cc64a8f,0b4782da-600b-404c-97da-5ba7f9f7350b,0,rating,14fb8858-4692-4f90-bbde-7fcc477a62a3
00616fd3-99d7-48f2-b86b-8ff87e5d3dc5,7de5b1b3-47a8-4d31-9eb3-b580aaadef6e,5,rating,281fb8b5-9b0c-4d7e-b678-40c9fa4851a2
f7c03bde-9ee8-4a17-a6c3-cd362a16d389,3d11b17a-466a-4dd5-a39c-74bfe5fc68c2,2,rating,e85a65f2-3385-4334-b35f-8c28aaab99ec
57e8699d-d609-48c1-8897-4aa00dbb69c5,d59eccf0-18d7-4c37-b617-af7f4ce8cd61,3,rating,f46b4dce-cfdb-4eb5-8f79-44687ba5ccc4
95a18bdf-e3cc-4358-8b2e-913e749912cf,832197f4-6bb0-4909-9367-2ad1e9b34561,4,rating,ec3932cc-d80e-4e23-9408-892f4ac583b5
7ab5a029-88d2-40dc-a22b-629027ff7c27,480736e1-e916-40d6-8075-af2d0499babd,2,rating,99d02349-0ef1-49ef-aa3f-146ce0474656
01fd13fe-1e79-43d4-990e-64c2d751821e,fa740a06-ada3-4c0b-90ac-6915babd9353,5,rating,dcd8e29f-c2bd-473e-8193-1c298be4708c
63e201a4-5fed-40a4-88f8-726cb880ee3e,9aa850b1-ebfc-4f63-92ff-c2874a0c2a3a,2,rating,df942668-b74d-4a97-8a1b-dc0614484610
869ea82e-d452-4cdf-99b7-9f5f03a5a23d,304421e5-589b-4236-8ad4-42e7aeadb474,3,rating,3195f265-481b-4150-8983-eb6707d10f18
0773f8d1-ea60-4795-a4c8-88581251b3f1,7f18c17b-c2d2-49f7-a7aa-cf41580443d6,5,rating,c84771cb-7f14-4c3e-94c5-1f1b27d958f0
7293e08e-fd27-4f67-b41d-e94e9f569046,14620a9a-7110-4e7e-99e2-f6be3db58bfb,1,rating,af13c4ef-1025-4913-9249-e107d0ffe054
4e3ad576-9baf-487f-9b2f-1efa6fb8ddb5,3a99738f-bd02-405b-a14e-194372d28343,1,rating,03459dee-d49c-4de6-87b1-9669776a31ae
453ad123-a206-497f-916e-7eddbc693480,9b5c5308-a547-4e6c-8a4f-8f20a6bd34c7,5,rating,c537a9a9-cd62-43ab-ac5b-422bcc438f5d
d72a0a67-ddf9-4ae1-9973-56444cbe0ec5,9b775485-5b73-4658-aa58-c0477c546674,1,rating,c5a1656d-2e74-452d-9aa4-a0c060e1c7aa
719281a2-2624-40aa-a18b-66f89506035d,372c62a9-6ba4-45c2-9880-3b6da3e9f46b,2,rating,816721d2-cef6-4ba5-bd0f-bdc59bc098b5
0cb1254a-9fd5-44df-ab0b-6998434d813f,29edb446-24e5-4837-b027-87bc9f9418db,2,rating,9fb03046-e641-4216-941c-3e90c3287bcf
d69745c7-bb98-49c8-b8a9-84c56ae36b62,6e53971a-af0b-46bf-b301-b4e4c9056135,1,rating,3868f141-e7ac-4ffd-82e2-01eec0492f0f
d272906d-76b7-4e67-830c-edaf1e8e4543,cb86e3c1-253c-4236-a424-8a20164ac7f3,3,rating,14fb8858-4692-4f90-bbde-7fcc477a62a3
571c53fc-8b5b-43a4-b195-71932bbb6f53,0eae3e24-1b84-4c83-90e2-addf2edc88e7,4,rating,69bfd3c2-e82f-4b58-a903-490065bcc32d
bf43f4db-e83a-4e74-9bbe-2b416d87512f,6eaa3b06-b36d-4548-a70d-e741cbb1f5db,2,rating,14fb8858-4692-4f90-bbde-7fcc477a62a3
c2bd0906-d53e-4e28-9227-42bec2116851,447dfd0a-a345-4379-8c96-adb2dc9543c7,1,rating,efdbcdbc-88d4-4b27-8877-40a19867e9c4
e0da9e3f-9938-4175-adb0-a62e7bb399cc,a73a567b-5ecb-4733-9e27-24f4320a93c6,3,rating,afef832c-2e0d-41c7-8676-570047fd233c
3b853632-23b9-40a2-adfe-4f4a7bc5fce8,6a8b95f4-afe0-4f22-ae1d-e5c6688bab1f,1,rating,6a4962b0-7086-459f-966b-0a82a8e4d756
30fb340d-b3ff-462b-b673-17870aeb2ca1,d90884da-0ca7-4e3b-aef0-385136be0f73,4,rating,db14b146-6ee1-46ec-9a57-8620c292ebe3
89c49b67-7d2c-4219-9098-8551731f0a0e,055ecb2d-80de-430d-81b0-9015c5e1af69,2,rating,55ec9fa0-bb49-4f03-b578-c22dbc5c6aee
fd0f9c37-b02f-49c2-9859-a7279aecd9b4,0ba97194-deb3-4e1d-bf23-460766bf7923,3,rating,83fe2aa6-aa54-4fa3-be2b-b1bc3dfc9e29
bcff55f4-1a72-4cd3-b133-8e9035d83fc9,b9e1183b-03a6-40ea-a41c-1cc872c52f2c,1,rating,8c759ac1-5618-4477-90f8-7a17b686d1de
4ca4b7a4-a769-4855-b3d9-5f419593adae,6220ead4-003a-440c-b484-de16575270c2,0,rating,1bb719c1-a159-470d-a2f9-4c2ea3f6f1cc
b108da67-566c-4cc4-ae9f-0879b78f361f,4f7b011d-611f-41f2-b11e-88015c77b32c,5,rating,11711736-e1ec-476c-84bd-5c344f64836b
8f77df8f-6ffd-47a9-9059-48fa0b0934b2,92433c38-e5f3-42f1-8849-6a82ac3830df,4,rating,58ada65d-f60f-4597-9916-527f6cf8b99e
f2bdee48-426d-4fd4-8803-e10d10b235aa,67bedda9-f645-4e8c-8658-f135f2d2e5ed,4,rating,58ada65d-f60f-4597-9916-527f6cf8b99e
b01e19c7-9608-4198-b36a-d24ee0bd8eed,9b582887-0142-462a-a54c-03a7acdf8591,4,rating,6f97b1be-bffb-4df5-b339-32811fb37601
50171b02-768b-4768-98df-5e47e78e0a9d,b0bb383e-6cb1-4cf5-aac7-9577e078241b,1,rating,ec2835b5-e013-4530-9845-2ca13a634874
da261b35-c1de-4f11-97f5-d4477467b0bb,7cd8092a-7b66-486e-8167-78d36e6314c4,5,rating,99d02349-0ef1-49ef-aa3f-146ce0474656
c18871a7-5ba2-4ab9-9aae-daa3d08b84b2,68716ea3-03e9-4171-8a51-7b8b88dec513,5,rating,beac9532-b056-43cb-9fa7-270b9fb96979
a05e46f1-7e10-4b07-8770-2158c5d0cf99,0ba97194-deb3-4e1d-bf23-460766bf7923,1,rating,beac9532-b056-43cb-9fa7-270b9fb96979
27b6a1e1-8ebc-45a2-8753-e9f65e464986,6b5f334e-7a44-4dbd-bace-0b668e4668b5,0,rating,53addbb2-17ea-4a61-bd57-8f17eed88c90
ba6fa324-a6cd-4318-b1dd-050e5944752f,d525c0e3-d741-48f5-bc38-35e47fdf8714,2,rating,69bfd3c2-e82f-4b58-a903-490065bcc32d
2625111f-89a2-47b6-8587-1289f51967c3,3ec99979-bc8e-4064-87d6-264e470368be,3,rating,6f97b1be-bffb-4df5-b339-32811fb37601
cf90198e-7001-4b8d-b0b6-a755f6333b63,480736e1-e916-40d6-8075-af2d0499babd,3,rating,40e1f33e-6932-4211-9c47-34887394da31
0fb05fba-8f49-4070-b6c4-7ece82585793,22898546-1fff-463f-9738-fcb42c16321c,4,rating,ec2835b5-e013-4530-9845-2ca13a634874
0b1eb8d7-cfa5-4406-8865-62f375fe5118,6a8b95f4-afe0-4f22-ae1d-e5c6688bab1f,2,rating,a149537a-489f-48ef-89b4-1e697cc5cca5
62a496b9-6f7b-4629-affb-df9a5a99cb25,c0f4a847-4b64-4fe1-9fa1-16d8c5e0143c,2,rating,13ed6da5-8e86-4f88-859d-9aea77a2bf51
0368c2b8-1b6c-4cda-ac6a-4a1bf5c23834,7cd8092a-7b66-486e-8167-78d36e6314c4,4,rating,3e49d90b-bc83-49da-a99a-f121e4c21cd2
bb8f6245-7f48-43bd-89ff-cd30d737ddab,6a8b95f4-afe0-4f22-ae1d-e5c6688bab1f,0,rating,1edfe46a-a32d-46ab-9953-0b8e6fbd5783
0b5badf4-cd3e-4ffc-b179-45ed36a816c1,9d1d2d84-f285-472e-90cc-cf7a3cf3a74f,0,rating,4ad7b9a8-585e-45c4-bfa6-46ca061c2e37
6e5c95fc-c5c0-416f-b25f-40be7731366d,6fb38c1e-910d-4df4-a50d-c71aa7b1dddb,5,rating,816721d2-cef6-4ba5-bd0f-bdc59bc098b5
4056b054-2c67-4635-8596-4ce1dfa37156,7abe9676-34f8-4e35-90de-30081a704d72,4,rating,4bc3d9f9-8396-4c02-b050-ecb26689ec84
bb513250-f608-4afb-83b0-59b04a1ebd69,5bc244f6-1352-4f4c-919d-c881a7834aaa,0,rating,816721d2-cef6-4ba5-bd0f-bdc59bc098b5
49119807-6122-49e5-a3bb-af11353a3854,a3adc2c1-cd22-43bb-a167-4a6db1d70fbd,5,rating,1a202e65-e18c-4c13-a003-dbfc9f69299a
65682fa8-49ae-43df-8acf-d39ef306f855,9b5c5308-a547-4e6c-8a4f-8f20a6bd34c7,0,rating,05ba1155-b5b8-421e-9109-d5424f50c526
adcfde2f-7d95-4d3a-a712-7644340a2ae5,b90cf495-4e5b-4be7-85c1-8cf6367e431e,3,rating,c000d57e-a620-45e4-960b-b5ffb96c621c
bf40d249-4150-4c27-a047-addfde79e898,7de5b1b3-47a8-4d31-9eb3-b580aaadef6e,4,rating,83fe2aa6-aa54-4fa3-be2b-b1bc3dfc9e29
a0cf1970-7602-4591-a47d-aaf73a1422a9,0a37c4a9-9a93-407d-a570-8598da5f8aad,2,rating,b56e996d-2f1b-46f6-998e-c5623eff41e1
7676b2a3-6ccc-4712-a7ea-4e8b3592a3ff,447dfd0a-a345-4379-8c96-adb2dc9543c7,0,rating,7fa392f4-c783-48f6-ae67-284da2e06eea
32b72b8a-4abb-4251-a128-c77a7a1a7892,5bc244f6-1352-4f4c-919d-c881a7834aaa,5,rating,87108e9f-e6cc-4ed6-9e07-718cdfceaaf1
d8b6b826-c236-4cab-bf75-8e50c4019c08,54994304-8c41-4812-8741-802bdfd5ef69,5,rating,83fe2aa6-aa54-4fa3-be2b-b1bc3dfc9e29
fa643b7e-3947-4891-ba2b-fa9153aa777a,012bd63c-3713-4cfe-8ea4-f86101afa9c6,0,rating,14fb8858-4692-4f90-bbde-7fcc477a62a3
2f9f8189-004e-421f-af0c-80f45f9e96d9,447dfd0a-a345-4379-8c96-adb2dc9543c7,5,rating,3a4e34e6-cb17-4f30-a5df-79b8ca0fc4f1
4e783bdd-bdba-4a56-bafc-99650ae03cea,b5801bb2-eea8-4a2a-8c4e-d2bf6654a129,4,rating,87108e9f-e6cc-4ed6-9e07-718cdfceaaf1
339f4006-49dd-4198-b32f-2359a28aedcd,9b5c5308-a547-4e6c-8a4f-8f20a6bd34c7,5,rating,aaa02aa9-ea78-4d88-bf96-c6d4c8962e52
a3d0916a-2981-4492-bb78-67501884b916,6d08181b-8aea-42a2-9aba-37de5b83b4a6,2,rating,1ddcf7e2-cb40-42da-9143-6b0c73ba9cce
4799a3cd-ee1e-4362-8b83-88267fd0d9c7,7cd8092a-7b66-486e-8167-78d36e6314c4,2,rating,9fb03046-e641-4216-941c-3e90c3287bcf
5c91ff13-036a-4979-b0cf-5a0a28524401,31d96e5c-ecc0-4ce8-a95a-10bd969faa48,2,rating,b9c310dc-e385-4af4-9f1a-194e227d5b1d
87d24ed1-a09d-44a1-a796-2c3a8b523310,5bc244f6-1352-4f4c-919d-c881a7834aaa,5,rating,b0643b93-bfe5-4d78-bb04-4446868bf658
c99476c3-ebd4-4c06-876f-1416e8738bed,6eaa3b06-b36d-4548-a70d-e741cbb1f5db,4,rating,f46b4dce-cfdb-4eb5-8f79-44687ba5ccc4
7bd71327-fb11-4d46-8437-39e824110fbf,8ae6d964-71e0-4557-a58a-aabb1280cb61,3,rating,4bd338e0-f3c2-4366-8ddf-e56b59d496b4
734db7a2-aa74-4715-8298-f2a17d23c658,9f06db6d-aa4d-42ac-92d0-3bf3d965ce8b,0,rating,dcd8e29f-c2bd-473e-8193-1c298be4708c
4ab266f2-c0b5-4717-ac89-2d84bd47f3c1,378b005d-98d5-4277-936d-91ef12fefde4,5,rating,a8511666-f2df-41ef-8660-81c442b2974b
e634df9b-a0d5-43bf-873b-c49960f591a4,3a99738f-bd02-405b-a14e-194372d28343,3,rating,574af0c9-bcd5-47be-95ab-38c46889d5f5
7ff561d3-68ac-4478-8fdc-b7a1e16aad47,32d8d46f-6683-4753-8e44-9398f67110c6,0,rating,93624b67-ea91-4521-9e13-aa587f31a1f6
dd67919b-1596-4c10-a8ef-b2e875632e14,9d1d2d84-f285-472e-90cc-cf7a3cf3a74f,2,rating,03459dee-d49c-4de6-87b1-9669776a31ae
c903af23-e03b-4cbc-ba52-a808cec3004f,14620a9a-7110-4e7e-99e2-f6be3db58bfb,3,rating,a0283873-21c7-4822-8539-fd52c75d8705
528313c7-123a-49db-99fd-37e3e79c79b8,fa740a06-ada3-4c0b-90ac-6915babd9353,4,rating,713ac576-dd6f-4322-83ce-824397087aff
2e13c85c-1250-4cb3-baf3-8a2deb77da3f,3fef922b-99a4-4d3e-a5fe-c5e685ca9159,0,rating,923eac7a-8c2b-4850-9436-acb21854c160
e261a0be-ce96-45f2-9cba-c69e575acf70,8540dcb1-9cb9-4da3-aa36-bb37e7483e75,2,rating,816721d2-cef6-4ba5-bd0f-bdc59bc098b5
59a17594-f1f5-4653-8889-95db04b812a4,d525c0e3-d741-48f5-bc38-35e47fdf8714,5,rating,b0643b93-bfe5-4d78-bb04-4446868bf658
ab3cb0ec-6173-4d60-8ca7-4a9930666757,cb86e3c1-253c-4236-a424-8a20164ac7f3,2,rating,c18aa61a-d2d0-405a-b3f3-bc338ffde0e5
c68c9677-2729-4c99-9b19-7fba96850cf9,989214b3-4143-4da0-b493-157fb2a9a4d1,2,rating,c5a1656d-2e74-452d-9aa4-a0c060e1c7aa
a68d9e71-35a5-45d0-9a82-898daa0a8c37,b90cf495-4e5b-4be7-85c1-8cf6367e431e,4,rating,ab3b8cc1-2785-4f2c-b71d-cc7b84fb8edd
4d87dd97-d4c9-42e3-a171-0966b161ad0e,820e5bd4-03b7-434f-8c5a-50c5e214404b,1,rating,5d492c27-7b00-47b1-aada-a9de0c4ae8ac
da1632ed-6586-4a47-bc4a-5aa9178522cc,828896ed-bd6f-4650-a333-6d1386ca90fe,2,rating,be7ca9e8-3470-4b54-b023-4a8c5956ccef
06361557-a032-4fd5-82e1-f60fc770c9f2,9b5c5308-a547-4e6c-8a4f-8f20a6bd34c7,3,rating,3f57e536-427a-4bec-9ecd-c9e63553d40a
2205f1b1-6be4-4b6f-9fc2-3b08204f6cba,3d11b17a-466a-4dd5-a39c-74bfe5fc68c2,5,rating,eebebc42-1f59-4148-84e1-eb9a28ff9157
9a037453-6dfc-49cc-8a5c-d11a234e7476,6a8b95f4-afe0-4f22-ae1d-e5c6688bab1f,2,rating,11711736-e1ec-476c-84bd-5c344f64836b
20c24b3e-fb5a-497b-b3f8-dc29adee5a69,304421e5-589b-4236-8ad4-42e7aeadb474,4,rating,afef832c-2e0d-41c7-8676-570047fd233c
53b7393c-fa0a-4a10-84ae-4da4e5db0613,6e1bce1e-ad5a-48b2-8c88-1b3caef244e0,5,rating,c5a1656d-2e74-452d-9aa4-a0c060e1c7aa
40eb744c-cc1b-4d58-ba2c-d30ce3c811ce,70573890-195e-42a5-90f8-3b5dbc811c14,4,rating,b2a4321c-eec2-47e6-9051-6dcb1b256e71
13861556-023f-4715-8486-fcb4ff279d2b,f8869134-c925-4f6e-9580-fd0101535281,3,rating,ab070fe1-f308-470d-905e-11ff846c8e5e
206532f2-5945-4331-b68f-44fdab79064a,a73a567b-5ecb-4733-9e27-24f4320a93c6,5,rating,57da71b0-3e4d-42c8-9686-6cc1d9bb7fc3
c3e5877f-e2dd-49e9-b141-063fcae94f98,ec476ed5-3697-439a-bf30-67469789dc91,3,rating,1a202e65-e18c-4c13-a003-dbfc9f69299a
3d20c92e-a2f5-4998-9ee4-6cfe11c2f0c8,0eae3e24-1b84-4c83-90e2-addf2edc88e7,4,rating,7fa392f4-c783-48f6-ae67-284da2e06eea
5b790f52-3218-47aa-9af2-d010ee1332fa,54994304-8c41-4812-8741-802bdfd5ef69,4,rating,5f8fa206-63e1-467a-9cff-0cf8bdab9668
0e4cb4e1-fb0a-4af7-a79a-a8f9f686602c,14620a9a-7110-4e7e-99e2-f6be3db58bfb,1,rating,286789c0-6edb-4a13-87cb-4c0f6fb67f43
b23498ea-9526-409a-bc25-d17d82329077,9b5c5308-a547-4e6c-8a4f-8f20a6bd34c7,1,rating,b2a4321c-eec2-47e6-9051-6dcb1b256e71
640f4018-525f-4f14-8acc-460c376d27e4,146f9ea6-a415-4008-ac9b-913d1b26d8b9,3,rating,9ed673db-b879-4184-a301-f66503a188ed
fa658fb6-afe8-4d41-a25c-d6f098cb78b4,d822c5db-cd8c-444d-9b84-c27e39e5f438,2,rating,a29a4eb9-f7f2-4677-9b5b-c1ab7769c1cd
74ec2223-d22d-4797-aaa5-e90f86b79dcc,7cd8092a-7b66-486e-8167-78d36e6314c4,1,rating,3ba528b8-8d75-46db-8361-3739a8ddcafa
b80a1a3d-3a74-415e-a2d3-68f60a9f4d0f,5e208fd9-09eb-430b-ab14-f5f7e14eae2a,4,rating,8b71a26c-9d76-4637-9756-576eb1efdfea
0d6bca73-1ed5-41f7-9ae0-1689143acd11,820e5bd4-03b7-434f-8c5a-50c5e214404b,5,rating,3417a00a-3661-4040-9762-0dbb54de08a2
cefac086-1724-4fe1-8a91-6a4e29be93c5,3d11b17a-466a-4dd5-a39c-74bfe5fc68c2,5,rating,3ab0e845-b374-43fb-8c88-4d4857e28d76
16a60739-6b32-4ec1-b1c2-588b57d67079,ea47b7e1-f77e-42fe-a454-e7fd8e2d6406,1,rating,ab3b8cc1-2785-4f2c-b71d-cc7b84fb8edd
7d5b55f2-3619-490c-9a14-0540a4688bab,480736e1-e916-40d6-8075-af2d0499babd,0,rating,c18aa61a-d2d0-405a-b3f3-bc338ffde0e5
722c8263-e0ba-4d3e-bfd6-ef5ce34d35a2,81919153-29b1-48be-ac39-94ac39405687,4,rating,fe50f60a-4258-47b9-90de-0a86ae5bd8cd
30967dce-7cab-40ba-87ec-3cfa421cad10,b0bb383e-6cb1-4cf5-aac7-9577e078241b,0,rating,6d65ac99-1e40-4a72-a34f-7d73c25f5c30
174712ac-e251-464e-9557-cd57056dcee1,c0f4a847-4b64-4fe1-9fa1-16d8c5e0143c,1,rating,9aba0a44-a140-4e95-bb4c-9d9a07a06ae6
539d0b8f-2b11-401c-947b-1bf642286a5f,879d4d51-fe5b-415e-ba56-0ebb6911f3c3,3,rating,ca84e218-c774-41bd-bdb1-603e9e521971
41774802-9f2e-484f-845f-13eeb2d7f49b,0a37c4a9-9a93-407d-a570-8598da5f8aad,2,rating,21617554-446a-4c46-bafa-ec1dcdc7dcf9
fd3481f4-a9a3-45b1-98b4-3d3ca35cada3,d822c5db-cd8c-444d-9b84-c27e39e5f438,5,rating,bf204a02-2fea-41e7-b118-cdf5f7fbc807
e276a3e0-3e6c-4bfe-9e36-25e7b25805f0,9aa850b1-ebfc-4f63-92ff-c2874a0c2a3a,3,rating,ab3b8cc1-2785-4f2c-b71d-cc7b84fb8edd
cf1fd14b-b46e-4185-a43f-718301283173,fb8a6473-6801-455e-a6a2-905f98607c45,0,rating,0cd49a81-7265-49cc-adde-57fefa9a2040
6c94ed21-7540-4e74-add0-32a19c3339f5,b90cf495-4e5b-4be7-85c1-8cf6367e431e,4,rating,0e825cce-a8b0-45f9-8c9e-6b8b85496b28
4f3dfda0-3807-4acc-afe0-f04afcc8d647,6fb38c1e-910d-4df4-a50d-c71aa7b1dddb,4,rating,beac9532-b056-43cb-9fa7-270b9fb96979
9f91854b-eea1-4c62-aeff-bbf3246132f1,ea47b7e1-f77e-42fe-a454-e7fd8e2d6406,0,rating,11711736-e1ec-476c-84bd-5c344f64836b
3f0557bf-8b2a-4021-8344-77961982184b,29edb446-24e5-4837-b027-87bc9f9418db,0,rating,0e825cce-a8b0-45f9-8c9e-6b8b85496b28
